,algorithm_of_vehicle_classification,algorithm_of_vehicle_classification_name,calibration_of_weighing_system,calibration_of_weighing_system_name,classification_system_for_vehicle_classification,concurrent_route_signing,concurrent_signed_route_number,direction_of_travel,direction_of_travel_name,fips_county_code,fips_state_code,functional_classification,functional_classification_name,hpms_sample_identifier,hpms_sample_type,lane_of_travel,lane_of_travel_name,latitude,longitude,lrs_identification,lrs_location_point,method_of_data_retrieval,method_of_data_retrieval_name,method_of_traffic_volume_counting,method_of_traffic_volume_counting_name,method_of_truck_weighing,method_of_truck_weighing_name,method_of_vehicle_classification,method_of_vehicle_classification_name,national_highway_system,number_of_lanes_in_direction_indicated,number_of_lanes_monitored_for_traffic_volume,number_of_lanes_monitored_for_truck_weight,number_of_lanes_monitored_for_vehicle_class,posted_route_signing,posted_signed_route_number,previous_station_id,primary_purpose,primary_purpose_name,record_type,sample_type_for_traffic_volume,sample_type_for_traffic_volume_name,sample_type_for_truck_weight,sample_type_for_truck_weight_name,sample_type_for_vehicle_classification,sample_type_for_vehicle_classification_name,second_type_of_sensor,shrp_site_identification,station_id,station_location,type_of_sensor,type_of_sensor_name,year_of_data,year_station_discontinued,year_station_established
21457,G,Axle spacing with Scheme F modified,C,Combination of test trucks and trucks from the traffic stream (but not ASTM E1318),15,0,00000000,7,West,37,37,3R,Rural: Principal Arterial - Other,000000100428,Y,1,Outside (rightmost) lane,35.7293,79.2278,002000006418,29009.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),5,Permanent weigh-in-motion system,3,Permanent vehicle classification device,Y,2,2,2,2,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,T,Station used for TMG sample (but not SHRP/LTPP sample),H,Station used for Heavy Vehicle Travel Information System,L,1805,371805,1.50 MILES WEST OF NC 87,P,Piezoelectric,15,0,3
21577,,,,,15,0,00000000,7,West,43,37,4R,Rural: Minor Arterial,,N,2,Other lanes,35.042,83.8773,002000006421,7098.0,2,Automated (telemetry),0,,0,,0,,N,1,1,1,1,2,00000064,,P,Planning or traffic statistics purposes,S,,,,,,,L,2101,372101,0.50 MILES EAST OF SR 1304 (DY,P,Piezoelectric,15,3,99
21637,,,,,1,2,00000321,5,South,189,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,36.1531,81.6498,002000022194,16777.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000221,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9402,0.20 MILES SOUTH OF SR 1533 (A,L,Inductance loop,15,2,98
21647,,,,,15,0,00000000,1,North,133,37,7R,Rural: Local System,,N,2,Other lanes,34.8058,77.6637,004000124566,60.0,2,Automated (telemetry),0,,0,,0,,N,1,1,1,1,3,00001245,,P,Planning or traffic statistics purposes,S,,,,,,,L,0800,370800,0.05 MILES NORTH OF SR 1209 (C,P,Piezoelectric,15,7,0
21664,,,,,1,0,00000000,5,South,21,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.6077,82.5926,004000134910,1073.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001349,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1002,0.10 MILES NORTH OF SR 1348 (P,L,Inductance loop,15,6,93
21780,,,,,1,0,00000000,7,West,37,37,3R,Rural: Principal Arterial - Other,000000100428,Y,0,Data with lanes combined,35.72932,79.22776,002000006418,29008.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,1805,0W1805,1.5 MILES WEST OF NC 87,L,Inductance loop,15,0,3
21801,,,,,15,0,00000000,5,South,37,37,3R,Rural: Principal Arterial - Other,000000102840,Y,1,Outside (rightmost) lane,35.7543,79.4565,002000042118,31572.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000421,,P,Planning or traffic statistics purposes,S,,,,,,,L,1992,371992,1.20  MILES SOUTH OF SR 1362 (,P,Piezoelectric,15,8,3
21842,,,,,15,0,00000000,7,West,7,37,3U,Urban: Principal Arterial - Other,000000100512,Y,4,Other lanes,34.962,79.9806,002000007403,30724.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,0301,370301,0.30 MILES WEST OF SR 1740 (AP,P,Piezoelectric,15,11,4
21856,,,,,15,0,00000000,3,East,147,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100611,Y,1,Outside (rightmost) lane,35.6493,77.4195,002000026473,26307.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000264,,P,Planning or traffic statistics purposes,S,,,,,,,L,7302,377302,0.90 MILES WEST OF NC 33,P,Piezoelectric,15,5,4
21911,,,,,15,0,00000000,3,East,141,37,1R,Rural: Principal Arterial - Interstate,,N,2,Other lanes,34.4511,77.8773,001000004070,31303.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,7001,377001,0.70 MILES WEST OF NC 210,P,Piezoelectric,15,10,4
21961,,,,,1,1,00000085,7,West,1,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,36.0687,79.3551,001000004000,17042.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,4,4,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A0001,0.10 MILES WEST OF SR 1928 (JI,L,Inductance loop,15,2,96
21965,,,,,15,0,00000000,1,North,157,37,3R,Rural: Principal Arterial - Other,,N,2,Other lanes,36.381,79.6118,002000002978,16729.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000029,,P,Planning or traffic statistics purposes,S,,,,,,,L,7802,377802,1.70 MILES NORTH OF US 158,P,Piezoelectric,15,2,97
22003,,,,,1,0,00000000,7,West,183,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000101655,Y,0,Data with lanes combined,35.8052,78.7158,004000172891,6610.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,3,3,0,0,3,00001728,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9107,0.50 MILES WEST OF SR 1664 (BL,L,Inductance loop,15,0,93
22037,,,,,15,0,00000000,7,West,147,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100611,Y,4,Other lanes,35.6493,77.4195,002000026473,26307.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000264,,P,Planning or traffic statistics purposes,S,,,,,,,L,7302,377302,0.90 MILES WEST OF NC 33,P,Piezoelectric,15,5,4
22277,,,,,1,0,00000000,5,South,183,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.8354,78.6802,004000166991,258.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001669,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9105,0.15 MILES NORTH OF SR 1670 (B,L,Inductance loop,15,0,93
22332,,,,,1,0,00000000,5,South,19,37,7R,Rural: Local System,,N,0,Data with lanes combined,33.9371,78.5563,004000116509,162.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001165,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A0901,0.10 MILES SOUTH OF US 17 (OCE,L,Inductance loop,15,0,93
22483,,,,,15,0,00000000,7,West,119,37,4U,Urban: Minor Arterial,,N,1,Outside (rightmost) lane,35.1409,80.9146,004000113859,3451.0,2,Automated (telemetry),0,,0,,0,,N,2,2,2,2,3,00001138,,P,Planning or traffic statistics purposes,S,,,,,,,L,2825,372825,0.40 MILES EAST OF I-79,P,Piezoelectric,15,9,3
22622,,,,,1,0,00000000,7,West,23,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.7285,81.5844,001000004011,26286.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1101,1.20 MILES WEST OF SR 1734 (CA,L,Inductance loop,15,0,54
22699,,,,,1,2,00000421,3,East,81,37,1U,Urban: Principal Arterial - Interstate,000000100058,Y,0,Data with lanes combined,36.0957,80.008,001000004040,3163.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,4,4,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4006,AT I-40 AND I-40 BUSINESS,L,Inductance loop,15,7,93
22715,,,,,1,0,00000000,5,South,31,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,34.7101,76.7371,004000118215,1011.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00001182,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1501,0.90 MILES SOUTH OF US 70 (ARE,L,Inductance loop,15,0,78
22892,,,,,15,2,00000064,3,East,39,37,3R,Rural: Principal Arterial - Other,,N,4,Other lanes,35.0366,84.0953,002000001919,6773.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000019,,P,Planning or traffic statistics purposes,S,,,,,,,L,1901,371901,0.40 MILES EAST OF US 19-129 (,P,Piezoelectric,15,2,0
22966,,,,,15,0,00000000,5,South,127,37,1R,Rural: Principal Arterial - Interstate,,N,1,Outside (rightmost) lane,35.8715,77.9542,001000009563,7804.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000095,,P,Planning or traffic statistics purposes,S,,,,,,,L,6302,376302,2.60 MILES NORTH OF NC 97,P,Piezoelectric,15,8,4
23030,,,,,1,0,00000000,7,West,55,37,3U,Urban: Principal Arterial - Other,,N,0,Data with lanes combined,36.0931,75.7423,002000015827,2319.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000158,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2703,0.20 MILES WEST OF BARLOW LANE,L,Inductance loop,15,0,57
23050,,,,,1,3,00000057,5,South,145,37,4R,Rural: Minor Arterial,,N,0,Data with lanes combined,36.2884,78.9624,002000050172,6365.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,2,00000501,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A7201,0.50 MILES NORTH OF SR 1715 (H,L,Inductance loop,15,4,54
23169,,,,,1,0,00000000,5,South,57,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,0,Data with lanes combined,35.8718,80.2542,002000005228,21874.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,2,00000052,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,0200,0W2802,0.40 MILES SOUTH OF NC 8,L,Inductance loop,15,0,4
23205,,,,,15,0,00000000,1,North,35,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100651,Y,3,Other lanes,35.7202,81.3559,002000032117,21993.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000321,,P,Planning or traffic statistics purposes,S,,,,,,,L,1701,371701,0.10 MILES SOUTH OF US 70,P,Piezoelectric,15,9,3
23312,,,,,15,0,00000000,7,West,21,37,1U,Urban: Principal Arterial - Interstate,,N,5,Other lanes,35.5736,82.5149,001000024010,12791.0,2,Automated (telemetry),0,,0,,0,,Y,3,3,3,3,1,00000240,,P,Planning or traffic statistics purposes,S,,,,,,,L,1003,371003,0.90 MILES EAST OF US 70 (TUNN,P,Piezoelectric,15,7,3
23386,,,,,15,0,00000000,1,North,81,37,3U,Urban: Principal Arterial - Other,,N,1,Outside (rightmost) lane,36.1162,79.9624,003000006840,25181.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000068,,P,Planning or traffic statistics purposes,S,,,,,,,L,4002,374002,0.5 MILES NORTH OF SR 4464 (BR,P,Piezoelectric,15,8,4
23394,,,,,15,0,00000000,3,East,21,37,1U,Urban: Principal Arterial - Interstate,,N,1,Outside (rightmost) lane,35.5736,82.5149,001000024010,12791.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000240,,P,Planning or traffic statistics purposes,S,,,,,,,L,1003,371003,0.90 MILES EAST OF US 70 (TUNN,P,Piezoelectric,15,7,3
23442,,,,,15,2,00000441,5,South,111,37,3U,Urban: Principal Arterial - Other,,N,1,Outside (rightmost) lane,35.2037,83.3599,002000002355,26531.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000023,,P,Planning or traffic statistics purposes,S,,,,,,,L,1814,371814,0.20 MILES SOUTH OF SR 1513 (R,P,Piezoelectric,15,7,3
23553,,,,,1,0,00000000,3,East,59,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.9612,80.525,001000004029,19346.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2901,0.50 MILES EAST OF SR 1410 (FA,L,Inductance loop,15,10,72
23731,,,,,1,0,00000000,3,East,37,37,3R,Rural: Principal Arterial - Other,000000100428,Y,0,Data with lanes combined,35.72932,79.22776,002000006418,29008.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,1805,0W1805,1.5 MILES WEST OF NC 87,L,Inductance loop,15,0,3
23801,,,,,15,0,00000000,7,West,183,37,1U,Urban: Principal Arterial - Interstate,000000100091,Y,2,Other lanes,35.7818,78.7493,001000004091,14179.0,2,Automated (telemetry),0,,0,,0,,Y,3,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,9102,379102,0.80 MILES EAST OF NC 54 (CHAP,P,Piezoelectric,15,7,0
23855,,,,,1,3,00000045,7,West,95,37,4R,Rural: Minor Arterial,,N,0,Data with lanes combined,35.5466,76.4398,002000026447,8377.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,1,1,2,00000264,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,4701,0W4701,0.10 MILES EAST OF SR 1168 (FI,L,Inductance loop,15,0,4
23909,,,,,15,2,00000023,3,East,113,37,1R,Rural: Principal Arterial - Interstate,000000102642,Y,1,Outside (rightmost) lane,35.8452,82.5239,001000002656,13911.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000026,,P,Planning or traffic statistics purposes,S,,,,,,,L,5601,375601,0.40 MILES WEST OF US 19,P,Piezoelectric,15,10,3
23913,,,,,1,3,00000057,1,North,145,37,4R,Rural: Minor Arterial,,N,0,Data with lanes combined,36.2884,78.9624,002000050172,6365.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,2,00000501,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A7201,0.50 MILES NORTH OF SR 1715 (H,L,Inductance loop,15,4,54
23952,,,,,1,0,00000000,7,West,183,37,1U,Urban: Principal Arterial - Interstate,000000100095,Y,0,Data with lanes combined,35.7414,78.5915,001000004091,31475.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,3,3,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9109,1.35 MILES WEST OF SR 5220 (JO,L,Inductance loop,15,6,1
23965,,,,,1,0,00000000,0,East-West or Southeast-Northwest combined (ATR stations only),37,37,3R,Rural: Principal Arterial - Other,000000100428,Y,2,Other lanes,35.72932,79.22776,002000006418,29008.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,2,2,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,1805,0W1805,1.5 MILES WEST OF NC 87,L,Inductance loop,15,0,3
23992,,,,,15,2,00000064,7,West,39,37,3R,Rural: Principal Arterial - Other,,N,1,Outside (rightmost) lane,35.0366,84.0953,002000001919,6773.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000019,,P,Planning or traffic statistics purposes,S,,,,,,,L,1901,371901,0.40 MILES EAST OF US 19-129 (,P,Piezoelectric,15,2,0
24138,,,,,1,0,00000000,5,South,173,37,4R,Rural: Minor Arterial,,N,0,Data with lanes combined,35.5139,83.3069,002000044186,7649.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000441,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8601,0.70 MILES NORTH OF BLUE RIDGE,L,Inductance loop,15,9,54
24143,,,,,1,2,00000070,7,West,49,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,0,Data with lanes combined,35.1067,77.0886,002000001724,13993.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000017,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2401,0.30 MILES WEST OF US 17 BUSIN,L,Inductance loop,15,7,93
24325,,,,,15,1,00000074,1,North,151,37,1R,Rural: Principal Arterial - Interstate,,N,2,Other lanes,35.6024,79.8182,001000007375,10874.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000073,,P,Planning or traffic statistics purposes,S,,,,,,,L,7501,377501,0.80 MILES NORTH OF SR 1121 (N,P,Piezoelectric,15,11,4
24334,,,,,1,0,00000000,5,South,81,37,3U,Urban: Principal Arterial - Other,000000101729,Y,0,Data with lanes combined,35.9366,79.9934,004000100940,2685.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00001993,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4010,0.10 MILES NORTH OF I-85 BUS,L,Inductance loop,15,7,68
24336,,,,,1,0,00000000,1,North,35,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100651,Y,0,Data with lanes combined,35.7202,81.3559,002000032117,21993.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,2,00000321,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,1701,0W1701,0.10 MILES SOUTH OF US 70,L,Inductance loop,15,0,3
24338,,,,,1,0,00000000,7,West,119,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.2845,80.8429,000000000000,,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5905,0.10 MILES EAST OF HUTCHINSON,L,Inductance loop,15,15,93
24409,,,,,1,0,00000000,5,South,81,37,4U,Urban: Minor Arterial,000000102166,Y,0,Data with lanes combined,35.9849,80.0243,004000100940,8869.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00001993,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4011,0.10 MILES NORTH OF NC 68,L,Inductance loop,15,89,70
24552,,,,,1,0,00000000,7,West,127,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.7854,78.099,002000026463,14722.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000264,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6301,1.00 MILES EAST OF NC 581,L,Inductance loop,15,0,93
24654,,,,,1,0,00000000,1,North,81,37,4U,Urban: Minor Arterial,000000102166,Y,0,Data with lanes combined,35.9849,80.0243,004000100940,8869.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,3,3,0,0,3,00001993,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4011,0.10 MILES NORTH OF NC 68,L,Inductance loop,15,89,70
24717,,,,,1,0,00000000,5,South,127,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,36.0998,77.8056,001000009563,37085.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000095,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6303,1.95 MILES SOUTH OF NC 33,L,Inductance loop,15,0,57
24739,,,,,15,0,00000000,3,East,45,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,2,Other lanes,35.2522,81.3471,002000007422,37470.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,3008,373008,0.40 MILES WEST OF NC 216 (NOR,P,Piezoelectric,15,1,0
24772,,,,,1,0,00000000,1,North,185,37,1R,Rural: Principal Arterial - Interstate,000000102284,Y,0,Data with lanes combined,36.5389,78.1878,001000008592,16164.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000085,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9201,0.30 MILES NORTH OF US 1,L,Inductance loop,15,8,93
24812,,,,,15,0,00000000,5,South,185,37,1R,Rural: Principal Arterial - Interstate,000000102284,Y,4,Other lanes,36.5358,78.1901,001000008592,15765.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000085,,P,Planning or traffic statistics purposes,S,,,,,,,L,9201,379201,0.10 MILES EAST OF US 1,P,Piezoelectric,15,8,0
24832,,,,,15,0,00000000,5,South,155,37,1R,Rural: Principal Arterial - Interstate,000000100173,Y,2,Other lanes,34.5082,79.2992,001000009577,1089.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000095,,P,Planning or traffic statistics purposes,S,,,,,,,L,7701,377701,1.70 MILES SOUTH OF NC 130,P,Piezoelectric,15,3,0
24859,,,,,1,0,00000000,5,South,189,37,7R,Rural: Local System,,N,0,Data with lanes combined,36.2234,81.5752,004000150894,207.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001508,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9401,0.10 MILES SOUTH OF SR 1672,L,Inductance loop,15,6,93
24987,,,,,1,0,00000000,3,East,147,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.6028,77.3538,004000159873,4042.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00001598,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A7301,1.05 MILES EAST OF SR 1707 (CH,L,Inductance loop,15,0,54
25010,,,,,15,0,00000000,7,West,7,37,3U,Urban: Principal Arterial - Other,000000100512,Y,3,Other lanes,34.962,79.9806,002000007403,30724.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,0301,370301,0.30 MILES WEST OF SR 1740 (AP,P,Piezoelectric,15,11,4
25111,,,,,1,0,00000000,5,South,81,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100395,Y,0,Data with lanes combined,36.2074,79.6922,002000002940,46743.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000029,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4008,0.50 MILES SOUTH OF NC 150,L,Inductance loop,15,0,54
25122,,,,,1,0,00000000,7,West,119,37,5U,Urban: Collector,,N,0,Data with lanes combined,35.3117,80.8283,005000094459,631.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5906,0.40 MILES SOUTH OF NC 115,L,Inductance loop,15,11,93
25131,,,,,15,3,00000045,3,East,95,37,4R,Rural: Minor Arterial,,N,2,Other lanes,35.5466,76.4398,002000026447,8377.0,2,Automated (telemetry),0,,0,,0,,N,1,1,1,1,2,00000264,,P,Planning or traffic statistics purposes,S,,,,,,,L,4701,374701,0.10 MILES EAST OF SR 1168 (FI,P,Piezoelectric,15,11,4
25152,,,,,1,2,00000076,3,East,47,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,34.3424,78.6312,002000007423,35204.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,1645,0W2301,1.60 MILES EAST OF US 74 BUS (,L,Inductance loop,15,0,4
25198,G,Axle spacing with Scheme F modified,C,Combination of test trucks and trucks from the traffic stream (but not ASTM E1318),15,0,00000000,7,West,37,37,3R,Rural: Principal Arterial - Other,000000100428,Y,2,Other lanes,35.7293,79.2278,002000006418,29009.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),5,Permanent weigh-in-motion system,3,Permanent vehicle classification device,Y,2,2,2,2,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,T,Station used for TMG sample (but not SHRP/LTPP sample),H,Station used for Heavy Vehicle Travel Information System,L,1805,371805,1.50 MILES WEST OF NC 87,P,Piezoelectric,15,0,3
25229,,,,,1,3,00000049,1,North,119,37,3U,Urban: Principal Arterial - Other,,N,0,Data with lanes combined,35.2365,80.8388,002000002959,17198.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000029,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5984,0.02 MILES NORTH OF I-277 (BRO,L,Inductance loop,15,99,74
25361,,,,,1,0,00000000,3,East,23,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.7285,81.5844,001000004011,26286.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1101,1.20 MILES WEST OF SR 1734 (CA,L,Inductance loop,15,0,54
25414,,,,,1,0,00000000,7,West,183,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.8425,78.662,000000000000,,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9106,0.10 MILES WEST OF NORTHBROOK,L,Inductance loop,15,0,93
25438,,,,,15,0,00000000,7,West,21,37,1U,Urban: Principal Arterial - Interstate,,N,2,Other lanes,35.5929,82.4231,001000004010,33926.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,1801,371801,1.20 MILES WEST OF SR 2740 (PA,P,Piezoelectric,15,7,3
